통신사,AP 설치장소명(국문),서비스 분류,광역시도(국문),시군구(국문),지번주소(국문),도로명주소(국문),위도,경도
LGU+,비래 제2경로당,서민/복지시설,대전광역시,대덕구,비래동 138-4,비래서로61번길 35,36.35595259,127.4519133
LGU+,비래동 주민센터,관공서,대전광역시,대덕구,비래동 140-5,비래동로 10 (비래동),36.358666,127.450834
LGU+,산업보건복지센터,서민/복지시설,대전광역시,대덕구,문평동 82,대덕대로1409번길 19,36.4464386,127.4052136
LGU+,새싹 지역아동센터,서민/복지시설,대전광역시,대덕구,법1동 283-1,계족로 663번길 34,36.370945,127.425391
LGU+,석봉동 주민센터,관공서,대전광역시,대덕구,석봉동 189-24,석봉로 37번길 15 (석봉동),36.449254,127.424852
LGU+,석봉지역아동센터,서민/복지시설,대전광역시,대덕구,석봉동 314-1,덕암북로 37,36.44647615,127.4224556
LGU+,송촌시장,서민/복지시설,대전광역시,대덕구,송촌동 476,동춘당로 83,36.3646273,127.4399041
LGU+,시립체육재활원,서민/복지시설,대전광역시,대덕구,대화동3-3,대화로 50번길 76 (대화동),36.367978,127.418287
LGU+,신탄진동 주민센터,관공서,대전광역시,대덕구,신탄진동 120-1,신탄진로 830 (신탄진동),36.451696,127.429115
LGU+,영일지역아동센터,서민/복지시설,대전광역시,대덕구,석봉동 307-22,석봉북로9번길 24,36.44831367,127.4237104
LGU+,오정 지역아동센터,서민/복지시설,대전광역시,대덕구,오정동 67-14,오정로100번길 95,36.35772302,127.4118769
LGU+,오정동 주민센터,관공서,대전광역시,대덕구,오정동 87-8,한밭대로 972번길 92,36.353821,127.40991
LGU+,읍내 경로당,서민/복지시설,대전광역시,대덕구,읍내동 483-49,아리랑로113번길 28-13,36.37490749,127.4188678
LGU+,의료법인 원전의료재단,서민/복지시설,대전광역시,대덕구,덕암동 43-5번지,덕암로 225,34.9450663,127.511741
LGU+,장동 경로당,서민/복지시설,대전광역시,대덕구,장동 336,산디로15번길 63,36.41284988,127.4409908
LGU+,장애인종합복지관,서민/복지시설,대전광역시,대덕구,연축동 307-4,신탄진로 77 (연축동),36.38754,127.42204
LGU+,중리동 주민센터,관공서,대전광역시,대덕구,중리동 207-1,중리남로 47 (중리동),36.361518,127.426891
LGU+,중리시장(대덕구),서민/복지시설,대전광역시,대덕구,중리동 370번지 일원,NULL,36.3659275,127.4265654
LGU+,중리종합사회복지관,서민/복지시설,대전광역시,대덕구,법동 283-1,계족로 663번길 34,36.371037,127.425452
LGU+,춘광 경로당,서민/복지시설,대전광역시,대덕구,평촌동 537-1,덕암로168번길 11,36.43579102,127.4227323
LGU+,회덕동 주민센터,관공서,대전광역시,대덕구,읍내동 344-1,대전로 1376,36.376247,127.421442
LGU+,대동사회복지관,서민/복지시설,대전광역시,동구,대동 1-35,동대전로110번길 164,36.33089791,127.4515057
LGU+,대동역,교통시설,대전광역시,동구,대동 165,NULL,36.3293767,127.4423509
LGU+,대전도시철도공사(대전역),관공서,대전광역시,동구,중동 77,중앙로 215 대전역,36.33055092,127.4322581
LGU+,대전도시철도공사(신흥),관공서,대전광역시,동구,판암동 611,월드컵대로 480,36.31735682,127.457668
LGU+,신도전통시장,서민/복지시설,대전광역시,동구,가양동 38-5,흥룡로37번길 12,36.349355,127.447161
LGU+,용운시장,서민/복지시설,대전광역시,동구,용운로 170,용운로 170,36.329276,127.458815
LGU+,자양동 주민센터,관공서,대전광역시,동구,자양동 60-1,백룡로 16,36.3354853,127.4486739
LGU+,판암역,교통시설,대전광역시,동구,판암동 310-7,옥천로 163-1,36.3174394,127.4584513
LGU+,(사)한국산학연협회,관공서,대전광역시,서구,둔산2동 938,청사로 152,36.35945941,127.3806806
LGU+,가수원동주민센터,관공서,대전광역시,서구,가수원동 761-3,가수원로 105 (가수원동),36.3035646,127.349353
LGU+,갈마역,교통시설,대전광역시,서구,갈마동 1462,한밭대로 666,36.357526,127.37263
LGU+,관저사회복지관,서민/복지시설,대전광역시,서구,관저동 1140,구봉로 13,36.29834999,127.3253064
LGU+,구세군 대전 여성의 집 (푸드뱅크),서민/복지시설,대전광역시,서구,복수동 283-271,오량4길 61,36.30883612,127.378016
LGU+,구세군대전여성의집,서민/복지시설,대전광역시,서구,복수동 283-271,오량4길 61,36.30883612,127.378016
LGU+,기술보증기금 (대전),관공서,대전광역시,서구,둔산동 934,둔산서로 141,36.35944253,127.382579
LGU+,남선공원종합체육관,지역문화시설,대전광역시,서구,탄방동 1084,남선로 66,36.3456277,127.3983497
LGU+,대전고용센터,관공서,대전광역시,서구,탄방동 659,문정로 56,36.3464373,127.3855723
LGU+,대전도시철도공사(갑천),관공서,대전광역시,서구,월평동 1534,월드컵대로 480,36.35437771,127.3546084
LGU+,대전도시철도공사(용문),관공서,대전광역시,서구,용문동 257-1,계룡로 646 (용문동),36.33792404,127.3932025
LGU+,대전서구청,관공서,대전광역시,서구,둔산동 1300,둔산서로 100,36.3550697,127.3838099
LGU+,대전시청,관공서,대전광역시,서구,둔산동 1420,둔산로 100,36.35017121,127.3848375
LGU+,대전전파관리소,관공서,대전광역시,서구,갈마1동 408-9번지,신갈마로86번길 64 (갈마동),36.34157853,127.3696995
LGU+,대전정부청사,관공서,대전광역시,서구,둔산동 920,청사로 189,36.3622294,127.3849256
LGU+,도마1동주민센터,관공서,대전광역시,서구,도마동 132-5,도마3길 46,36.3160313,127.3811527
LGU+,도마큰시장,서민/복지시설,대전광역시,서구,도마동 134-40,도마2길 39,36.3147117,127.3814059
LGU+,도마큰시장,서민/복지시설,대전광역시,서구,도마동 134-40,도마2길 39,36.31471184,127.3814116
LGU+,도토리주간보호센터,관공서,대전광역시,서구,가장동 53-13,괴정로 184,36.33306983,127.3905985
LGU+,돈보스코의집,서민/복지시설,대전광역시,서구,정림동 35-4번지,구봉로 458-1 (정림동),36.299797,127.370218
LGU+,둔산2동주민센터,관공서,대전광역시,서구,둔산2동 1301,둔산서로 80,36.3537938,127.3834631
LGU+,라파주간보호센터,관공서,대전광역시,서구,정림동 691-1,정림서로 134-15,36.29946814,127.3638451
LGU+,서구수화동통역센터,서민/복지시설,대전광역시,서구,탄방동 639 시티빌 3차 224호,문정로2번길 51,36.3438532,127.3829021
LGU+,아회장애아동주간보호센터,서민/복지시설,대전광역시,서구,괴정동 98-7,갈마로211번길 24,36.33689336,127.3797421
LGU+,원광대학교 대전치과병원,서민/복지시설,대전광역시,서구,둔산2동 1268,둔산로 77,36.3515624,127.3825753
LGU+,월평역,교통시설,대전광역시,서구,월평동 510,한밭대로 580,36.3576787,127.3630028
LGU+,정림동주민센터,관공서,대전광역시,서구,정림동 636,정림동로 10,36.304478,127.366709
LGU+,정림사회복지관,서민/복지시설,대전광역시,서구,정림동 637,계백로12번길 86,36.304174,127.366855
LGU+,정부청사역,교통시설,대전광역시,서구,둔산2동 1375,대덕대로 270,36.3571435,127.3812516
LGU+,탄방동청소년문화의집,서민/복지시설,대전광역시,서구,탄방동 639 시티빌 3차 224호,문정로2번길 51,36.3438532,127.3829021
LGU+,탄방역,교통시설,대전광역시,서구,탄방동 650,NULL,36.3455136,127.3844117
LGU+,한걸음,서민/복지시설,대전광역시,서구,장안동 291-2,삼보실길 68,36.222424,127.335323
LGU+,한국건강관리협회 대전충남지부,관공서,대전광역시,서구,탄방동 90-8,계룡로 611,36.3407891,127.3911739
LGU+,한민시장,서민/복지시설,대전광역시,서구,괴정동 88-6,가장로 94 (괴정동),36.331049,127.387338
LGU+,한민시장,서민/복지시설,대전광역시,서구,괴정동 88-6,가장로 94,36.3345827,127.3842663
LGU+,한밭사회복지관,서민/복지시설,대전광역시,서구,월평동 218,월평북로 11,36.36337044,127.3692142
LGU+,행복누림,서민/복지시설,대전광역시,서구,원정동 736-5,요골길 352,36.243923,127.291101
LGU+,행복마을,서민/복지시설,대전광역시,서구,원정동 736-5,요골길 352,36.243923,127.291101
LGU+,구암역,교통시설,대전광역시,유성구,구암동 96-7번지,NULL,36.3568497,127.3306004
LGU+,구즉보건지소,서민/복지시설,대전광역시,유성구,봉산동 813-1,NULL,36.4404564,127.3833787
LGU+,금성행복경로당,서민/복지시설,대전광역시,유성구,신성동 206,신성로58번길 38-4,36.38745675,127.347661
LGU+,노은농수산물도매시장,서민/복지시설,대전광역시,유성구,노은동 566,노은동로 33,36.3651486,127.3206997
LGU+,노은역,교통시설,대전광역시,유성구,지족동 903,노은로 지하 161,36.3740657,127.3186758
LGU+,노은역 광장(동편),관광/편의시설,대전광역시,유성구,지족동 962,노은로 161,36.37407619,127.3178833
LGU+,다문화가족센터,서민/복지시설,대전광역시,유성구,관평동 767,테크노6로 40-17,36.4264405,127.3944638
LGU+,대전노인보호전문기관,서민/복지시설,대전광역시,유성구,도룡동 383-18번지 부선빌딩 지하1층,대덕대로 606,36.3871532,127.3789085
LGU+,대전시립 장애인종합복지관,서민/복지시설,대전광역시,유성구,용계동 319-1,유성대로298번길 175,36.3215532,127.3208916
LGU+,대전어린이회관,서민/복지시설,대전광역시,유성구,노은동 270,월드컵대로 32,36.365217,127.326017
LGU+,대전요양병원,서민/복지시설,대전광역시,유성구,봉명동 678-3,문화원로146번길 7-24 (봉명동),36.35720577,127.3527227
LGU+,동화울 수변공원,관광/편의시설,대전광역시,유성구,관평동 771,테크노중앙로 88,36.4237278,127.3951187
LGU+,"미래부_구즉체육관(1층, 2층, 3층)",지역문화시설,대전광역시,유성구,송강동 9,송강로42번길 34,36.43548022,127.3845891
LGU+,미래부_장대동공영주차장,교통시설,대전광역시,유성구,장대동 263-4,유성대로729번길 40,36.35979943,127.3319351
LGU+,"미래부_진잠체육관(1층, 2층)",지역문화시설,대전광역시,유성구,원내동 358,계백로 835,36.29499958,127.3205635
LGU+,반석역,교통시설,대전광역시,유성구,반석동 685,북유성대로 303,36.392168,127.314607
LGU+,보건지소(진장지소),서민/복지시설,대전광역시,유성구,원내동 90-12,진잠로106번길 79,36.3014464,127.3196487
LGU+,봉명꿈지역아동센터,서민/복지시설,대전광역시,유성구,봉명동 558-10,유성대로 654번길 195,36.350303,127.339732
LGU+,사랑빛 지역아동센터,서민/복지시설,대전광역시,유성구,전민동 360-14,전민로 52,36.3972141,127.4004813
LGU+,사랑빛지역아동센터,서민/복지시설,대전광역시,유성구,전민동 390-1,"전민로 46번길 70, 1층 (전민동)",36.397405,127.402771
LGU+,성세시온의집,서민/복지시설,대전광역시,유성구,용계동 319-3,유성대로298번길 175,36.3221046,127.3222231
LGU+,성세재활자립원,서민/복지시설,대전광역시,유성구,용계동 319-1,유성대로298번길 175,36.3215532,127.3208916
LGU+,송강재래시장,서민/복지시설,대전광역시,유성구,송강동 49-10,구즉로 74-7,36.4351613,127.3866632
LGU+,송강지역아동센터,서민/복지시설,대전광역시,유성구,송강동 49-4,"봉산로 17, 201호 (송강동)",36.435001,127.387301
LGU+,송강테크노지역아동센터,서민/복지시설,대전광역시,유성구,송강동 171 -4,구즉로 58번길 53 (송강동),36.43386,127.387829
LGU+,어은동 경로당,서민/복지시설,대전광역시,유성구,어은동 108,대학로203번길 30,36.36264732,127.3556754
LGU+,유성구 노인복지관,서민/복지시설,대전광역시,유성구,신성동 372번지,가정로 15,36.3845703,127.3440578
LGU+,유성온천역,교통시설,대전광역시,유성구,봉명동 240,계룡로 97,36.353702,127.341527
LGU+,전민동 제1경로당,서민/복지시설,대전광역시,유성구,전민동 369-1,전민로18번길 22,36.39742175,127.4033114
LGU+,전민동 제2경로당,서민/복지시설,대전광역시,유성구,전민동 346-6,전민로34번길 43,36.39816119,127.4010278
LGU+,중앙지역아동센터,서민/복지시설,대전광역시,유성구,신성동 150-12,"신성남로 77-18, 2층 (신성동)",36.388332,127.352571
LGU+,지족역,교통시설,대전광역시,유성구,지족동 836-6,노은로 273,36.384138,127.319499
LGU+,현충원역,교통시설,대전광역시,유성구,구암동 423-1,현충원로 지하 455,36.359222,127.3208186
LGU+,구)도청사_2층,관공서,대전광역시,중구,선화동 287-2,중앙로 101,36.32674709,127.420374
LGU+,국립농산물품질관리원,관공서,대전광역시,중구,선화동 188 -5,보문로 327,36.3310208,127.4184868
LGU+,대전광역시설관리공단,관공서,대전광역시,중구,부사동 177,대종로 373,36.318183,127.4309548
LGU+,대전광역시설관리공단 관람석,관공서,대전광역시,중구,부사동 177,대종로 373,36.318183,127.4309548
LGU+,대전광역시청소년상담지원센터,서민/복지시설,대전광역시,중구,문화동 1-13,계백로 1712,36.321081,127.4098086
LGU+,대전도시철도공사(중구청),관공서,대전광역시,중구,대흥동 522,중앙로 64 (대흥동),36.32335591,127.4242134
LGU+,대전미래병원,서민/복지시설,대전광역시,중구,대사동 248-357,계룡로 934,36.319362,127.4157582
LGU+,대전서부시외버스터미널,교통시설,대전광역시,중구,유천동 471,유등천동로 350 (유천동),36.312845,127.3881
LGU+,대전의제21추진협의회,관공서,대전광역시,중구,선화동 20 -0,중앙로121번길 48 (선화동),36.32988189,127.4227831
LGU+,대흥동청소년문화의집,서민/복지시설,대전광역시,중구,대흥동 445-1,대흥로 128,36.3233986,127.4263169
LGU+,미래부_구)도청사 3층,관공서,대전광역시,중구,선화동 287-2,중앙로 101,36.32674709,127.420374
LGU+,서대전네거리역,교통시설,대전광역시,중구,용두동 18,계룡로881번길 6,36.3231875,127.4122403
LGU+,오룡역,교통시설,대전광역시,중구,오류동 187,계룡로 800,36.3281262,127.4051132
LGU+,을지대학교병원,서민/복지시설,대전광역시,중구,용두동 126-3,동서대로1327번길 57,36.3313373,127.4047422
LGU+,이(e)-편한요양병원,서민/복지시설,대전광역시,중구,오류동 175-12,계룡로 846,36.3251546,127.4087119
LGU+,인구보건협회,관공서,대전광역시,중구,오류동 189-9,오류로 98,36.3290672,127.4026433
LGU+,중구국민체육센터,지역문화시설,대전광역시,중구,선화동 186-14,선화서로 70,36.3299416,127.4172988
LGU+,중구문화회관,지역문화시설,대전광역시,중구,대흥동 488,중앙로112번길 24,36.3263899,127.4228866
LGU+,중촌동주민센터,관공서,대전광역시,중구,중촌동 102-1,대종로 661,36.33892643,127.4123705
LGU+,한국산업인력공단 대전지부,관공서,대전광역시,중구,문화동 165,대림9길 36-1,36.3104657,127.4074933
LGU+,한마음생활체육관,지역문화시설,대전광역시,중구,태평동 510-162,유등천동로 420,36.31845537,127.3864543
LGU+,한밭종합운동장,지역문화시설,대전광역시,중구,부사동 177,대종로 373,36.318183,127.4309548
LGU+,가나안사랑의공동체,서민/복지시설,부산광역시,강서구,강동동 1260,상덕로97번다길 8-1,35.19928169,128.9138347
LGU+,가덕해양파크휴게소,교통시설,부산광역시,강서구,천성동 466-6,거가대로 2571,35.0228551,128.8078704
LGU+,가락동 주민센터,관공서,서울특별시,강서구,죽림동 716-3 ,가락대로 1476 가락동 주민센터 ,35.196291,128.9017486
LGU+,가락보건지소,서민/복지시설,부산광역시,강서구,죽림동 716-3,가락대로 1476,35.19627406,128.9017931
LGU+,강동동 주민센터,관공서,부산광역시,강서구,강동동 135-1 ,제도로 1171 강동동 주민센터 ,35.2144726,128.9353607
LGU+,강동보건지소,서민/복지시설,부산광역시,강서구,강동동 60-3 ,낙동북로102번길 76 강동보건지소 ,35.2162027,128.9365416
LGU+,강서구 보건소,서민/복지시설,부산광역시,강서구,대저2동 1932-1 ,공항로811번길 10 ,35.180216,128.9571892
LGU+,강서구청역,교통시설,부산광역시,강서구,대저1동 2328,대저로274번길 35,35.2114921,128.9819613
LGU+,기술보증기금(송정동),관공서,부산광역시,강서구,송정동 1631-8,녹산산단335로 12-9,35.0902483,128.8551196
LGU+,김해공항 국내선,교통시설,부산광역시,강서구,대저2동 2350,공항진입로 108,35.1730515,128.9457396
LGU+,김해공항 국제선,교통시설,부산광역시,강서구,대저2동 2350,공항진입로 108,35.1730515,128.9457396
LGU+,녹산동 주민센터,관공서,부산광역시,강서구,범방동 1843-2 ,가락대로900번가길 32(녹산동 주민센터),35.1534502,128.8837503
LGU+,녹산보건지소,서민/복지시설,부산광역시,강서구,녹산동 13-17,생곡로 19,35.12360084,128.8956572
LGU+,대저1동 주민센터,관공서,부산광역시,강서구,대저1동 684-2 ,대저로221번길 19 (대저1동주민센터),35.2144968,128.9806543
LGU+,대저2동 주민센터,관공서,부산광역시,강서구,대저2동 2011-3 ,공항로811번가길 30-1(대저2동 주민센터),35.1785166,128.9564592
LGU+,명지동 주민센터,관공서,부산광역시,강서구,명지동 1443-2 ,영강길19번길 58 (명지동 주민센터),35.1080696,128.9263887
LGU+,베데스다원,기타,부산광역시,강서구,대저1동 393-4,공항로 1319번길,35.21579929,128.9886874
LGU+,부산 강서구청 민원실,관공서,부산광역시,강서구,대저1동 2300,낙동북로 477,35.21219,128.980501
LGU+,부산우편집중국,관공서,부산광역시,강서구,대저1동 1549,대저로49번길 22,35.21684312,128.9587211
LGU+,산업단지 행정지원센터,관공서,부산광역시,강서구,송정동 1759,녹산산단 262로 50번길,35.084262,128.840361
LGU+,정다운어린신의 집,서민/복지시설,부산광역시,강서구,녹산동 1101번지,낙동남로483번가길 21,35.1135547,128.8685777
LGU+,지사보건진료소,서민/복지시설,부산광역시,강서구,지사동 1180,과학산단2로20번길 7-7,35.1516061,128.8311429
LGU+,참사랑노인건강센터,서민/복지시설,부산광역시,강서구,강동동 2290번지,상덕로119번길 28-11,35.1928063,128.9173432
LGU+,천가동 주민센터,관공서,부산광역시,강서구,성북동 407-1,동선3길 1,35.052683,128.830714
LGU+,천가보건지소,서민/복지시설,부산광역시,강서구,성북동 412,천가길338번길 5,35.05340107,128.8138534
LGU+,BHS한서병원,서민/복지시설,부산광역시,금정구,부곡3동 223-83,중앙대로 1721,35.2383052,129.0916839
LGU+,금사역,교통시설,부산광역시,금정구,금사동 110-11,NULL,35.216027,129.1154417
LGU+,금성동 주민센터,관공서,부산광역시,금정구,금성동 554-3 ,산성로 452 (금성동주민센터),35.2502933,129.0560784
LGU+,금정구지역자활센터,서민/복지시설,부산광역시,금정구,남산동 91-12번지,중앙대로 2049,35.26719864,129.0924858
LGU+,금정청소년수련관,서민/복지시설,부산광역시,금정구,부곡동3동 200-62,기찰로 96번길 47,35.2380043,129.0951305
LGU+,금정희망의 집,서민/복지시설,부산광역시,금정구,서동 171-12 ,금정구 서부로 40 ,35.221854,129.1131356
LGU+,기술보증기금(구서동),관공서,부산광역시,금정구,구서2동 184-3,중앙대로 1925,35.2561708,129.0909837
LGU+,두레지역아동센터,서민/복지시설,부산광역시,금정구,남산동 24-8 ,팔송로7번길 21 롯데부동산 ,35.2711735,129.0918228
LGU+,부곡3동 주민센터,관공서,부산광역시,금정구,부곡동 59-11,기찰로 107,35.240541,129.093829
LGU+,샐리홈,서민/복지시설,부산광역시,금정구,부곡동 200-68,기찰로 90,35.238756,129.093834
LGU+,서3동 주민센터,관공서,부산광역시,금정구,서3동 397-8,서곡로33번길 9,35.2172612,129.1039123
LGU+,서동성가공부방,서민/복지시설,부산광역시,금정구,서2동 302-978,삼차로 69,35.215724,129.099478
LGU+,서동주민센터,관공서,부산광역시,금정구,서3동 397-8,서곡로33번길 9,35.2172612,129.1039123
LGU+,서동지역아동센터,서민/복지시설,부산광역시,금정구,서3동 197-45,서부로10번길 22,35.215883,129.105296
LGU+,성애원,서민/복지시설,부산광역시,금정구,장전동 502-36,금샘로 41,35.229646,129.076109
LGU+,영락공원,관광/편의시설,부산광역시,금정구,두구동 1494-1,금정도서관로 108,35.2736156,129.1046068
LGU+,초원의집,서민/복지시설,부산광역시,금정구,부곡동 200-63,기찰로96번길 37,35.238678,129.0954058
LGU+,기장도서관,지역문화시설,부산광역시,기장군,기장읍 동부리 444-2,기장읍 차성동로126,35.2497,129.217397
LGU+,반석노인건강센터,서민/복지시설,부산광역시,기장군,장안읍 명례리 574-3,장안읍 못안길 47,35.3795958,129.2600939
LGU+,성우해피홈,서민/복지시설,부산광역시,기장군,장안읍 명례리 133-4,장안읍 대룡2길 45-1,35.374928,129.26367
LGU+,㈜용호시장,서민/복지시설,부산광역시,남구,용호2동 516-10번지,동명로152번길 93,35.1150276,129.1127842
LGU+,감만1동 주민센터,관공서,부산광역시,남구,감만동 143-7,우암로71-1,35.116835,129.080674
LGU+,남구체육센터,지역문화시설,부산광역시,남구,용호동 895-18,남구 백운포로 110,35.1038405,129.108414
LGU+,남부운전면허시험장,관공서,부산광역시,남구,용호1동 산45-3,NULL,35.127929,129.106908
LGU+,남부운전면허시험장 교육장,관공서,부산광역시,남구,용호1동 산45-3,NULL,35.127929,129.106908
LGU+,대연1동 주민센터,관공서,부산광역시,남구,대연동 1730-6,유엔평화로 3번길 26,35.1345342,129.0934793
LGU+,대연3동 주민센터,관공서,부산광역시,남구,대연동 1858,"수영로345, 118호",35.13999,129.103861
LGU+,대연4동 주민센터,관공서,부산광역시,남구,대연동 1020-2,석포로 91번길 96,35.1298826,129.0913584
LGU+,대연5동 주민센터,관공서,부산광역시,남구,대연동 1463-1,진남로46번길 7,35.138451,129.0901607
LGU+,대연6동 주민센터,관공서,부산광역시,남구,대연동 1768-3,수영로 155,35.134929,129.0835573
LGU+,대한상공회의소 부산인력개발원 A동,관공서,부산광역시,남구,용당동 546-6,신선로 454-20,35.125238,129.10283
LGU+,대한상공회의소 부산인력개발원 B동,관공서,부산광역시,남구,용당동 546-6,신선로 454-20,35.125185,129.102798
LGU+,못골역,교통시설,부산광역시,남구,대연6동 1767,수영로 171-1,35.135037,129.085487
LGU+,문현1동 주민센터,관공서,부산광역시,남구,문현동 127-10,고동골로 60번길 1,35.142492,129.071344
LGU+,문현3동 주민센터,관공서,부산광역시,남구,문현동 205-44,고동골로4번길 7-18,35.138167,129.071696
LGU+,용호1동 주민센터,관공서,부산광역시,남구,용호동 414-47,용호로42번길 140,35.120825,129.109028
LGU+,용호3동 주민센터,관공서,부산광역시,남구,용호동 371-2,용호로145번길 33,35.121021,129.112829
LGU+,용호4동 주민센터,관공서,부산광역시,남구,용호동 533-23,용호로 216번길 10,35.113225,129.110414
LGU+,용호종합사회복지관,서민/복지시설,부산광역시,남구,용호3동 36-7,이기대공원로 7,35.1245627,129.1133388
LGU+,우암동 주민센터,관공서,부산광역시,남구,우암동 162-18,우암로 190-15,35.125016,129.075892
LGU+,지게골복지관,서민/복지시설,부산광역시,남구,문현4동 271-16,지게골로 139-33,35.1342724,129.0760035
LGU+,구청 보건소(동구),서민/복지시설,부산광역시,동구,수정동 806-74,구청로 1 (수정동),35.1292475,129.0453896
LGU+,범일1동 주민센터,관공서,부산광역시,동구,범일동 79-1,범곡로 14,35.139415,129.05605
LGU+,범일4동 주민센터,관공서,부산광역시,동구,범일동 1438-83,범상로 12,35.141307,129.049115
LGU+,부산 동구노인복지관,서민/복지시설,부산광역시,동구,수정1동 1011-886번지,홍곡중로5번길 24,35.1257702,129.0404496
LGU+,부산진남문시장,서민/복지시설,부산광역시,동구,범일동 290-3,범일로 65번길 8,35.138502,129.054456
LGU+,부산진시장,서민/복지시설,부산광역시,동구,범일동 290-1,진시장로 24,35.136464,129.058692
LGU+,수정1동 주민센터,관공서,부산광역시,동구,수정동 1011-126,홍곡로 71,35.125396,129.042279
LGU+,수정2동주민센터,관공서,부산광역시,동구,수정동 795-35,수정중로 11번길 23,35.130679,129.042857
LGU+,수정4동 주민센터,관공서,부산광역시,동구,수정동 1172-2,망양로 685번길 2,35.127115,129.040727
LGU+,자유도매시장(동구),서민/복지시설,부산광역시,동구,범일동 830-24,조방로 48,35.141013,129.061123
LGU+,좌천1동 주민센터,관공서,부산광역시,동구,좌천동 684-5,좌천남로 19,35.133304,129.050999
LGU+,초량1동 주민센터,관공서,부산광역시,동구,초량동 592-13,중앙대로 179번길 33,35.113894,129.036977
LGU+,초량2동 주민센터,관공서,부산광역시,동구,초량동 444-1,중앙대로 209번길 30,35.116545,129.038482
LGU+,동래구읍성도서관,지역문화시설,부산광역시,동래구,칠산동 20-4,동래로159번길 154,35.20683011,129.0949275
LGU+,동래역,교통시설,부산광역시,동래구,온천동 527,중앙대로 1324,35.205641,129.078495
LGU+,동래종합사회복지관,서민/복지시설,부산광역시,동래구,명장2동 508-72번지,시실로 107번길 151,35.2110107,129.0984318
LGU+,수안역,교통시설,부산광역시,동래구,수안동204-2,충렬대로 223,35.201835,129.083804
LGU+,신세계요양병원,서민/복지시설,부산광역시,동래구,온천동 449-6,NULL,35.2156767,129.0797061
LGU+,근로복지공단(부전),관공서,부산광역시,부산진구,부전1동 91-5,중앙대로 766,35.1602314,129.0617925
LGU+,다사랑복합문화예술회관,지역문화시설,부산광역시,부산진구,가야1동 433-1번지,대학로 60,35.15034996,129.0346375
LGU+,부산 상공회의소,관공서,부산광역시,부산진구,범천1동 853-1,황령대로 24,35.1477079,129.0621565
LGU+,부산데프주간보호센터,서민/복지시설,부산광역시,부산진구,부전1동 346-89번지,새싹로52번길 39,35.16238205,129.0579073
LGU+,"부산진구 건강증진센터2,3층",서민/복지시설,부산광역시,부산진구,부암1동 666-16번지,시민공원로 30,35.16287339,129.0531703
LGU+,부산진구 노인복지관,서민/복지시설,부산광역시,부산진구,전포2동 581번지,전포대로300번길 6,35.1640492,129.0658461
LGU+,부산진구장애인복지관,서민/복지시설,부산광역시,부산진구,전포2동 581번지,전포대로300번길 6,35.1640492,129.0658461
LGU+,부암역,교통시설,부산광역시,부산진구,부암1동 707,가야대로 729,35.1579105,129.0514241
LGU+,사랑빛지역아동센터,서민/복지시설,부산광역시,부산진구,개금동 1-8,백양관문로77번길 99,35.16239862,129.025711
LGU+,새생명지역아동센터,서민/복지시설,부산광역시,부산진구,범천2동 1284-50번지,신암로 51-5,35.14634604,129.0552959
LGU+,신애지역아동센터,서민/복지시설,부산광역시,부산진구,부암3동 410-5번지,백양순환로 137,35.16855805,129.0410086
LGU+,아순타의 집,서민/복지시설,부산광역시,부산진구,개금3동 24-36번지,개금본동로17번길 12,35.15869736,129.0241575
LGU+,"양정 청소년수련관, 청소년 문화의집",서민/복지시설,부산광역시,부산진구,양정2동 260-5번지,동평로405번길 81,35.17725707,129.0717253
LGU+,양정청소년수련관,서민/복지시설,부산광역시,부산진구,양정동 260-5,동평로 405번길 85,35.1772767,129.0717285
LGU+,에이스지역아동센터,서민/복지시설,부산광역시,부산진구,당감2동 93-15번지,가야대로703번나길 23,35.15783346,129.0472454
LGU+,이신호뷰티건물,기타,부산광역시,부산진구,부전2동 242-20,서면로 52,35.1552707,129.0580386
LGU+,전포사회복지관,서민/복지시설,부산광역시,부산진구,전포1동 343-5,전포대로 190번길 35,35.153656,129.067529
LGU+,전포지역아동센터,서민/복지시설,부산광역시,부산진구,전포1동 207-75번지,서전로58번길 16,35.15708287,129.0659728
LGU+,축복지역아동센터,서민/복지시설,부산광역시,부산진구,부암3동 506-1번지,당감서로98번길 20-22,35.16870738,129.0366357
LGU+,평강지역아동센터,서민/복지시설,부산광역시,부산진구,양정2동 145-3번지,중앙대로 978,35.17653371,129.0743937
LGU+,한울타리지역아동센터,서민/복지시설,부산광역시,부산진구,전포2동 638-7번지,서전로47번길 48,35.15998082,129.0649268
LGU+,희연요양병원,서민/복지시설,부산광역시,부산진구,개금1동 496-18,가야대로 414,35.1519863,129.0177297
LGU+,1318 미래세대지역아동센터,서민/복지시설,부산광역시,북구,덕천동 321-13,만덕대로65번길 49,35.21399072,129.0110967
LGU+,구포2동 주민센터,관공서,부산광역시,북구,구포동 1030-68,낙동북로663번길 23,35.20270199,128.9979725
LGU+,금곡청소년센터,서민/복지시설,부산광역시,북구,금곡동 100-1,효열로 158,35.2595308,129.0166494
LGU+,기후변화체험관,관광/편의시설,부산광역시,북구,화명동 2292-1,학사로 118,35.23294324,129.0081026
LGU+,낙동,기타,부산광역시,북구,구포동 718-25,백양대로 1127,35.20471509,129.0015792
LGU+,덕천종합사회복지관,서민/복지시설,부산광역시,북구,덕천동 808,덕천로 74,35.20880906,129.0155365
